pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
Kepler-1321,Kepler-1321 b,Transit,2,11.12830484,784.14,4094.00,0.54,0.53,,,4.920,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1321_b/,,,4.73,,,-0.450,[Fe/H],4.170
Kepler-1321,Kepler-1321 c,Transit,2,2.22649109,784.14,4094.00,0.54,0.53,,,2.400,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1321_c/,,,4.73,,,-0.450,[Fe/H],4.170
Kepler-1322,Kepler-1322 b,Transit,1,0.96286738,1402.71,5488.00,0.90,0.87,,,1.610,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1322_b/,,,4.52,,,-0.070,[Fe/H],4.470
Kepler-1323,Kepler-1323 b,Transit,1,0.92990668,471.71,6169.00,1.18,1.40,,,1.520,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1323_b/,,,4.21,,,0.020,[Fe/H],3.550
Kepler-1324,Kepler-1324 b,Transit,1,4.11584468,488.36,4776.00,0.78,0.73,,,1.510,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1324_b/,,,4.61,,,0.050,[Fe/H],2.880
Kepler-1325,Kepler-1325 b,Transit,1,33.87868380,1001.21,5550.00,0.93,0.91,,,2.860,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1325_b/,,,4.50,,,0.010,[Fe/H],4.790
Kepler-1326,Kepler-1326 b,Transit,1,42.35142670,712.11,6725.00,1.45,1.74,,,4.180,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1326_b/,,,4.12,,,0.020,[Fe/H],1.700
Kepler-1327,Kepler-1327 b,Transit,1,14.88801098,691.61,5885.00,1.02,1.03,,,1.800,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1327_b/,,,4.42,,,-0.030,[Fe/H],4.070
Kepler-1328,Kepler-1328 b,Transit,1,4.52158888,833.04,5780.00,1.00,0.99,,,0.980,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1328_b/,,,4.44,,,0.000,[Fe/H],4.570
Kepler-1329,Kepler-1329 b,Transit,1,9.33646594,597.93,4500.00,0.72,0.69,,,2.170,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1329_b/,,,4.62,,,0.020,[Fe/H],5.620
Kepler-133,Kepler-133 b,Transit,2,8.12997600,665.37,5736.00,,1.43,,,1.760,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-133_b/,http://exoplanets.org/detail/Kepler-133_b,,4.19,,,,,
Kepler-133,Kepler-133 c,Transit,2,31.51758600,665.37,5736.00,,1.43,,,2.840,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-133_c/,http://exoplanets.org/detail/Kepler-133_c,,4.19,,,,,
Kepler-1330,Kepler-1330 b,Transit,1,10.10769068,1809.47,5608.00,0.97,0.94,,,1.650,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1330_b/,,,4.48,,,0.080,[Fe/H],4.900
Kepler-1331,Kepler-1331 b,Transit,1,0.78916165,322.14,4508.00,0.72,0.69,,,1.050,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1331_b/,,,4.63,,,0.050,[Fe/H],4.170
Kepler-1332,Kepler-1332 b,Transit,1,11.87456832,536.87,5581.00,0.95,0.90,,,1.370,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1332_b/,,,4.51,,,0.000,[Fe/H],3.240
Kepler-1333,Kepler-1333 b,Transit,1,109.64718420,956.93,5628.00,0.94,0.92,,,2.810,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1333_b/,,,4.49,,,-0.040,[Fe/H],4.570
Kepler-1334,Kepler-1334 b,Transit,1,15.64591713,1267.56,5614.00,0.94,0.91,,,2.290,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1334_b/,,,4.50,,,-0.030,[Fe/H],4.270
Kepler-1335,Kepler-1335 b,Transit,1,6.26406846,633.09,4903.00,0.77,0.74,,,1.450,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1335_b/,,,4.60,,,-0.070,[Fe/H],4.900
Kepler-1336,Kepler-1336 c,Transit,2,5.77721211,1164.14,5512.00,0.94,1.30,,,1.710,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1336_c/,,,4.18,,,0.050,[Fe/H],12.300
Kepler-1336,Kepler-1336 b,Transit,2,23.19868100,1164.14,5512.00,0.94,1.30,,,1.980,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1336_b/,,,4.18,,,0.050,[Fe/H],12.300
Kepler-1337,Kepler-1337 b,Transit,1,24.40025490,612.02,4523.00,0.70,0.67,,,2.410,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1337_b/,,,4.64,,,-0.090,[Fe/H],4.270
Kepler-1338,Kepler-1338 b,Transit,1,0.93511806,769.90,5909.00,1.04,1.05,,,0.920,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1338_b/,,,4.41,,,0.000,[Fe/H],3.800
Kepler-1339,Kepler-1339 b,Transit,1,1.34155513,374.82,5586.00,0.94,0.93,,,0.710,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1339_b/,,,4.47,,,0.010,[Fe/H],5.620
Kepler-134,Kepler-134 b,Transit,2,5.31742900,338.05,5983.00,,1.18,,,2.000,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-134_b/,http://exoplanets.org/detail/Kepler-134_b,,4.31,,,,,
Kepler-134,Kepler-134 c,Transit,2,10.10578500,338.05,5983.00,,1.18,,,1.260,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-134_c/,http://exoplanets.org/detail/Kepler-134_c,,4.31,,,,,
Kepler-1340,Kepler-1340 b,Transit,1,0.66502692,1009.68,6331.00,1.27,1.42,,,1.550,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1340_b/,,,4.24,,,0.070,[Fe/H],2.400
Kepler-1341,Kepler-1341 b,Transit,1,132.99683220,483.57,4662.00,0.79,0.72,,,2.990,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1341_b/,,,4.62,,,0.190,[Fe/H],1.820
Kepler-1342,Kepler-1342 b,Transit,1,2.21571036,913.10,5527.00,0.93,0.90,,,1.660,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1342_b/,,,4.51,,,0.030,[Fe/H],4.370
Kepler-1343,Kepler-1343 b,Transit,1,3.35183158,1850.48,5759.00,0.95,0.93,,,1.930,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1343_b/,,,4.48,,,-0.160,[Fe/H],3.980
Kepler-1344,Kepler-1344 b,Transit,1,4.76830490,875.44,5981.00,1.09,1.13,,,1.840,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1344_b/,,,4.37,,,0.060,[Fe/H],3.630
Kepler-1345,Kepler-1345 b,Transit,1,44.61695570,1410.15,6449.00,1.32,1.55,,,2.360,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1345_b/,,,4.18,,,0.040,[Fe/H],2.240
Kepler-1346,Kepler-1346 b,Transit,1,3.40165668,864.61,6133.00,1.14,1.21,,,1.580,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1346_b/,,,4.33,,,0.040,[Fe/H],3.090
Kepler-1347,Kepler-1347 b,Transit,1,14.00947528,,5193.00,0.82,0.79,,,1.030,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1347_b/,,,4.57,,,-0.110,[Fe/H],5.620
Kepler-1348,Kepler-1348 b,Transit,1,27.57227420,1257.73,5911.00,1.04,1.04,,,1.940,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1348_b/,,,4.42,,,-0.010,[Fe/H],3.720
Kepler-1349,Kepler-1349 b,Transit,1,2.12823928,278.53,6086.00,1.16,1.28,,,0.700,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1349_b/,,,4.29,,,0.030,[Fe/H],2.880
Kepler-135,Kepler-135 c,Transit,2,11.44870800,632.99,6090.00,,1.27,,,1.160,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-135_c/,http://exoplanets.org/detail/Kepler-135_c,,4.27,,,,,
Kepler-135,Kepler-135 b,Transit,2,6.00253000,632.99,6090.00,,1.27,,,1.810,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-135_b/,http://exoplanets.org/detail/Kepler-135_b,,4.27,,,,,
Kepler-1350,Kepler-1350 b,Transit,2,4.49686040,343.93,3827.00,0.55,0.53,,,2.520,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1350_b/,,,4.74,,,-0.060,[Fe/H],4.570
Kepler-1350,Kepler-1350 c,Transit,2,1.76678906,343.93,3827.00,0.55,0.53,,,1.730,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1350_c/,,,4.74,,,-0.060,[Fe/H],4.570
Kepler-1351,Kepler-1351 b,Transit,1,0.91614077,203.98,4439.00,0.70,0.67,,,0.650,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1351_b/,,,4.64,,,-0.030,[Fe/H],4.170
Kepler-1352,Kepler-1352 b,Transit,1,1.87788275,684.08,6118.00,1.11,1.16,,,0.890,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1352_b/,,,4.35,,,0.000,[Fe/H],3.160
Kepler-1353,Kepler-1353 b,Transit,1,24.75439660,603.46,4776.00,0.76,0.72,,,1.800,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1353_b/,,,4.61,,,-0.060,[Fe/H],4.680
Kepler-1354,Kepler-1354 b,Transit,1,76.61337700,1156.43,6168.00,1.16,1.24,,,2.970,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1354_b/,,,4.31,,,0.030,[Fe/H],2.950
Kepler-1355,Kepler-1355 b,Transit,1,1.28958811,935.39,5352.00,0.88,0.83,,,1.460,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1355_b/,,,4.55,,,-0.040,[Fe/H],4.270
Kepler-1356,Kepler-1356 b,Transit,1,0.63400294,865.71,5106.00,0.82,0.78,,,1.530,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1356_b/,,,4.58,,,-0.020,[Fe/H],4.900
Kepler-1357,Kepler-1357 b,Transit,1,3.00913240,1045.99,5597.00,0.93,0.90,,,1.280,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1357_b/,,,4.50,,,-0.060,[Fe/H],4.570
Kepler-1358,Kepler-1358 b,Transit,1,7.06317341,555.72,5181.00,0.82,0.79,,,1.120,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1358_b/,,,4.57,,,-0.080,[Fe/H],5.130
Kepler-1359,Kepler-1359 b,Transit,1,59.49709520,625.57,4709.00,0.78,0.72,,,2.830,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1359_b/,,,4.62,,,0.110,[Fe/H],2.340
Kepler-136,Kepler-136 b,Transit,2,11.57890000,425.94,6165.00,,1.35,,,2.050,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-136_b/,http://exoplanets.org/detail/Kepler-136_b,,4.24,,,,,
Kepler-136,Kepler-136 c,Transit,2,16.39923500,425.94,6165.00,,1.35,,,1.990,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-136_c/,http://exoplanets.org/detail/Kepler-136_c,,4.24,,,,,
Kepler-1360,Kepler-1360 b,Transit,1,40.52864130,1584.96,6778.00,1.51,1.83,,,3.400,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1360_b/,,,4.09,,,0.060,[Fe/H],1.550
Kepler-1361,Kepler-1361 b,Transit,1,3.57554956,393.57,5131.00,0.83,0.79,,,0.860,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1361_b/,,,4.57,,,0.000,[Fe/H],4.900
Kepler-1362,Kepler-1362 b,Transit,1,136.20562600,746.63,4857.00,0.80,0.74,,,2.600,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1362_b/,,,4.60,,,0.060,[Fe/H],3.090
Kepler-1363,Kepler-1363 b,Transit,1,2.94194094,550.24,4839.00,0.76,0.72,,,1.250,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1363_b/,,,4.61,,,-0.090,[Fe/H],4.170
Kepler-1364,Kepler-1364 b,Transit,1,13.32196237,,6805.00,1.49,1.79,,,2.150,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1364_b/,,,4.10,,,0.040,[Fe/H],1.580
Kepler-1365,Kepler-1365 b,Transit,2,7.69993485,860.89,5770.00,1.00,1.05,,,0.920,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1365_b/,,,4.39,,,0.030,[Fe/H],6.030
Kepler-1365,Kepler-1365 c,Transit,2,4.77468005,860.89,5770.00,1.00,1.05,,,0.800,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1365_c/,,,4.39,,,0.030,[Fe/H],6.030
Kepler-1366,Kepler-1366 b,Transit,1,2.16457097,471.93,4070.00,0.62,0.60,,,1.430,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1366_b/,,,4.68,,,-0.020,[Fe/H],3.980
Kepler-1367,Kepler-1367 b,Transit,1,1.57409027,406.12,4106.00,0.62,0.60,,,0.920,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1367_b/,,,4.68,,,-0.060,[Fe/H],3.890
Kepler-1368,Kepler-1368 b,Transit,1,0.67564949,1706.42,5906.00,1.07,1.08,,,1.650,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1368_b/,,,4.40,,,0.100,[Fe/H],3.470
Kepler-1369,Kepler-1369 b,Transit,1,25.87314800,1281.72,5761.00,0.99,0.99,,,2.690,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1369_b/,,,4.45,,,0.000,[Fe/H],4.070
Kepler-137,Kepler-137 b,Transit,2,8.43638700,305.65,5187.00,,0.80,,,1.470,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-137_b/,http://exoplanets.org/detail/Kepler-137_b,,4.55,,,,,
Kepler-137,Kepler-137 c,Transit,2,18.73575300,305.65,5187.00,,0.80,,,1.880,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-137_c/,http://exoplanets.org/detail/Kepler-137_c,,4.55,,,,,
Kepler-1370,Kepler-1370 b,Transit,2,20.26416840,1033.99,6202.00,1.19,1.29,,,1.840,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1370_b/,,,4.29,,,0.050,[Fe/H],2.880
Kepler-1370,Kepler-1370 c,Transit,2,7.44142113,1033.99,6202.00,1.19,1.29,,,1.270,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1370_c/,,,4.29,,,0.050,[Fe/H],2.880
Kepler-1371,Kepler-1371 c,Transit,2,2.00541269,523.07,5361.00,0.87,0.83,,,0.640,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1371_c/,,,4.55,,,-0.070,[Fe/H],4.370
Kepler-1371,Kepler-1371 b,Transit,2,3.44620390,523.07,5361.00,0.87,0.83,,,0.730,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1371_b/,,,4.55,,,-0.070,[Fe/H],4.370
Kepler-1372,Kepler-1372 b,Transit,1,1.31155557,1353.28,5677.00,0.98,0.97,,,1.270,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1372_b/,,,4.46,,,0.050,[Fe/H],5.010
Kepler-1373,Kepler-1373 b,Transit,1,1.29123275,1787.11,6299.00,1.22,1.33,,,1.160,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1373_b/,,,4.27,,,0.030,[Fe/H],2.510
Kepler-1374,Kepler-1374 b,Transit,1,10.65276707,1111.89,5323.00,0.85,0.81,,,2.290,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1374_b/,,,4.56,,,-0.130,[Fe/H],4.470
Kepler-1375,Kepler-1375 b,Transit,1,3.30041920,1491.88,6704.00,1.47,1.78,,,1.740,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1375_b/,,,4.11,,,0.090,[Fe/H],1.660
Kepler-1376,Kepler-1376 b,Transit,1,5.30880656,890.22,5659.00,0.98,0.97,,,1.050,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1376_b/,,,4.46,,,0.070,[Fe/H],4.680
Kepler-1377,Kepler-1377 b,Transit,1,0.74092842,1183.89,5218.00,0.86,0.82,,,1.250,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1377_b/,,,4.55,,,0.050,[Fe/H],5.010
Kepler-1378,Kepler-1378 b,Transit,1,11.95398936,513.44,4407.00,0.70,0.67,,,2.200,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1378_b/,,,4.63,,,0.030,[Fe/H],6.460
Kepler-1379,Kepler-1379 b,Transit,1,0.88184115,996.70,5188.00,0.83,0.79,,,1.300,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1379_b/,,,4.57,,,-0.040,[Fe/H],5.010
Kepler-138,Kepler-138 b,Transit,3,10.31260000,66.99,3841.00,0.52,0.44,,0.06600,0.522,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-138_b/,http://exoplanets.org/detail/Kepler-138_b,M1 V,4.89,,9.5000,-0.280,[Fe/H],
Kepler-138,Kepler-138 c,Transit,3,13.78130000,66.99,3841.00,0.52,0.44,,1.97000,1.197,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-138_c/,,M1 V,4.89,,9.5000,-0.280,[Fe/H],
Kepler-138,Kepler-138 d,Transit,3,23.08810000,66.99,3841.00,0.52,0.44,,0.64000,1.212,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-138_d/,,M1 V,4.89,,9.5000,-0.280,[Fe/H],
Kepler-1380,Kepler-1380 b,Transit,1,10.31082450,2664.10,5570.00,0.96,0.94,,,1.430,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1380_b/,,,4.48,,,0.100,[Fe/H],4.790
Kepler-1381,Kepler-1381 b,Transit,1,25.38426860,1239.40,5747.00,0.96,0.94,,,2.250,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1381_b/,,,4.48,,,-0.100,[Fe/H],4.070
Kepler-1382,Kepler-1382 b,Transit,1,16.35830550,752.43,6161.00,1.36,1.72,,,1.880,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1382_b/,,,4.10,,,0.300,[Fe/H],2.750
Kepler-1383,Kepler-1383 b,Transit,1,13.90935830,1057.93,6370.00,1.26,1.44,,,1.410,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1383_b/,,,4.23,,,0.030,[Fe/H],2.240
Kepler-1384,Kepler-1384 b,Transit,1,15.36262753,,4919.00,0.78,0.74,,,1.940,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1384_b/,,,4.60,,,-0.060,[Fe/H],4.570
Kepler-1385,Kepler-1385 b,Transit,1,2.88879862,702.41,5732.00,1.15,1.29,,,0.850,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1385_b/,,,4.27,,,0.410,[Fe/H],4.370
Kepler-1386,Kepler-1386 b,Transit,1,6.73972381,856.45,5733.00,1.02,1.03,,,1.240,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1386_b/,,,4.41,,,0.110,[Fe/H],5.010
Kepler-1387,Kepler-1387 b,Transit,1,2.27952666,461.39,5046.00,0.82,0.77,,,0.930,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1387_b/,,,4.58,,,0.020,[Fe/H],4.370
Kepler-1388,Kepler-1388 b,Transit,4,12.28546030,459.67,4098.00,0.63,0.61,,,2.590,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1388_b/,,,4.67,,,0.020,[Fe/H],4.470
Kepler-1388,Kepler-1388 c,Transit,4,5.53608151,459.67,4098.00,0.63,0.61,,,2.260,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1388_c/,,,4.67,,,0.020,[Fe/H],4.470
Kepler-1388,Kepler-1388 d,Transit,4,20.95681580,459.67,4098.00,0.63,0.61,,,2.860,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1388_d/,,,4.67,,,0.020,[Fe/H],4.470
Kepler-1388,Kepler-1388 e,Transit,4,37.63270840,459.67,4098.00,0.63,0.61,,,2.460,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1388_e/,,,4.67,,,0.020,[Fe/H],4.470
Kepler-1389,Kepler-1389 b,Transit,1,99.25309510,504.30,5078.00,0.81,0.74,,,1.770,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1389_b/,,,4.61,,,-0.140,[Fe/H],2.090
Kepler-139,Kepler-139 b,Transit,2,15.77104400,395.45,5594.00,,1.30,,,2.940,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-139_b/,http://exoplanets.org/detail/Kepler-139_b,,4.25,,,,,
Kepler-139,Kepler-139 c,Transit,2,157.07287800,395.45,5594.00,,1.30,,,3.380,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-139_c/,http://exoplanets.org/detail/Kepler-139_c,,4.25,,,,,
Kepler-1390,Kepler-1390 b,Transit,1,6.48021673,738.70,5753.00,0.98,0.98,,,1.180,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1390_b/,,,4.45,,,-0.010,[Fe/H],4.470
Kepler-1391,Kepler-1391 b,Transit,1,54.40923330,1070.25,5840.00,1.03,1.10,,,1.680,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1391_b/,,,4.36,,,0.040,[Fe/H],5.500
Kepler-1392,Kepler-1392 b,Transit,1,15.14103970,4872.74,5479.00,0.88,0.85,,,1.960,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1392_b/,,,4.53,,,-0.110,[Fe/H],4.680
Kepler-1393,Kepler-1393 b,Transit,1,2.44357812,637.70,5697.00,0.95,0.92,,,0.800,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1393_b/,,,4.50,,,-0.090,[Fe/H],3.470
Kepler-1394,Kepler-1394 b,Transit,1,3.93766373,652.40,6481.00,1.64,2.55,,,1.390,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1394_b/,,,3.84,,,0.060,[Fe/H],1.910
Kepler-1395,Kepler-1395 b,Transit,1,3.78470649,499.89,6138.00,1.17,1.23,,,0.800,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1395_b/,,,4.33,,,0.120,[Fe/H],2.880
Kepler-1396,Kepler-1396 b,Transit,1,18.22064210,1100.00,6195.00,1.18,1.27,,,2.070,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1396_b/,,,4.30,,,0.040,[Fe/H],2.750
Kepler-1397,Kepler-1397 b,Transit,1,47.44995500,1240.73,6026.00,1.09,1.12,,,1.720,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1397_b/,,,4.37,,,0.000,[Fe/H],3.550
Kepler-1398,Kepler-1398 b,Transit,2,2.78815679,873.64,6126.00,1.13,1.18,,,0.900,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1398_b/,,,4.34,,,0.010,[Fe/H],3.090
Kepler-1398,Kepler-1398 c,Transit,2,4.13827595,873.64,6126.00,1.13,1.18,,,1.030,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1398_c/,,,4.34,,,0.010,[Fe/H],3.090
Kepler-1399,Kepler-1399 b,Transit,1,1.63865306,1441.87,5735.00,0.97,0.96,,,1.250,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1399_b/,,,4.47,,,-0.030,[Fe/H],4.370
Kepler-14,Kepler-14 b,Transit,1,6.79012300,,6395.00,1.51,2.05,,2669.66000,12.733,8.213000,2011,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-14_b/,http://exoplanets.org/detail/Kepler-14_b,,3.99,0.799,,0.120,[Fe/H],2.200
Kepler-140,Kepler-140 c,Transit,2,91.35328200,593.80,6077.00,,1.29,,,1.800,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-140_c/,http://exoplanets.org/detail/Kepler-140_c,,4.27,,,,,
Kepler-140,Kepler-140 b,Transit,2,3.25427000,593.80,6077.00,,1.29,,,1.610,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-140_b/,http://exoplanets.org/detail/Kepler-140_b,,4.27,,,,,
Kepler-1400,Kepler-1400 b,Transit,1,9.06689421,768.57,5044.00,0.83,0.78,,,1.620,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1400_b/,,,4.58,,,0.040,[Fe/H],4.570
Kepler-1401,Kepler-1401 b,Transit,1,11.20066445,,5964.00,1.07,1.10,,,1.680,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1401_b/,,,4.39,,,0.040,[Fe/H],3.550
Kepler-1402,Kepler-1402 b,Transit,1,2.03387914,1560.94,5416.00,0.90,0.87,,,0.760,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1402_b/,,,4.53,,,0.030,[Fe/H],4.570
Kepler-1403,Kepler-1403 b,Transit,1,5.19492202,2305.95,6060.00,1.11,1.15,,,2.140,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1403_b/,,,4.36,,,0.030,[Fe/H],3.310
Kepler-1404,Kepler-1404 b,Transit,1,15.93147390,987.88,5261.00,0.84,0.80,,,2.010,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1404_b/,,,4.56,,,-0.090,[Fe/H],4.570
Kepler-1405,Kepler-1405 b,Transit,1,28.22741840,1595.29,5925.00,1.05,1.07,,,3.960,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1405_b/,,,4.40,,,0.030,[Fe/H],3.630
Kepler-1406,Kepler-1406 b,Transit,1,11.62905828,1243.79,5892.00,1.05,1.12,,,1.100,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1406_b/,,,4.36,,,0.040,[Fe/H],5.010
Kepler-1407,Kepler-1407 b,Transit,1,20.07115040,1454.62,6010.00,1.10,1.15,,,2.250,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1407_b/,,,4.36,,,0.050,[Fe/H],3.240
