pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
Kepler-1474,Kepler-1474 b,Transit,1,36.4333452,1220.76,5870,1.04,1.04,,,2.16,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1474_b/,,,4.42,,,0.04,[Fe/H],3.8
Kepler-1475,Kepler-1475 b,Transit,1,82.177374,1638.99,6214,1.18,1.28,,,2.92,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1475_b/,,,4.29,,,0.03,[Fe/H],2.82
Kepler-1476,Kepler-1476 b,Transit,1,10.35863224,1032.1,5663,0.98,0.96,,,1.67,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1476_b/,,,4.47,,,0.06,[Fe/H],4.57
Kepler-1477,Kepler-1477 b,Transit,1,11.55530021,694.42,5100,0.81,0.78,,,1.18,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1477_b/,,,4.58,,,-0.06,[Fe/H],4.68
Kepler-1478,Kepler-1478 b,Transit,1,26.0840594,1946.73,5904,1.04,1.06,,,1.73,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1478_b/,,,4.41,,,0.03,[Fe/H],3.98
Kepler-1479,Kepler-1479 b,Transit,1,14.53261362,744.28,5796,0.99,0.98,,,1.83,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1479_b/,,,4.45,,,-0.02,[Fe/H],4.27
Kepler-148,Kepler-148 b,Transit,3,1.729366,809.42,5272,,0.85,,,1.8,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-148_b/,http://exoplanets.org/detail/Kepler-148_b,,4.55,,,,,
Kepler-148,Kepler-148 c,Transit,3,4.180043,809.42,5272,,0.85,,,3.6,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-148_c/,http://exoplanets.org/detail/Kepler-148_c,,4.55,,,,,
Kepler-148,Kepler-148 d,Transit,3,51.84688575,809.42,5272,,0.85,,,8.68,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-148_d/,,,4.55,,,,,
Kepler-1480,Kepler-1480 b,Transit,1,22.12679948,508.21,5156,0.85,0.81,,,1.67,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1480_b/,,,4.56,,,0.07,[Fe/H],4.79
Kepler-1481,Kepler-1481 b,Transit,1,5.94220998,465.2,4908,0.8,0.75,,,1.23,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1481_b/,,,4.6,,,0.04,[Fe/H],3.89
Kepler-1482,Kepler-1482 b,Transit,1,12.25383217,576.76,5381,0.88,0.84,,,1.01,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1482_b/,,,4.54,,,-0.04,[Fe/H],4.47
Kepler-1483,Kepler-1483 b,Transit,1,9.5085156,1321.28,6337,1.25,1.4,,,1.52,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1483_b/,,,4.24,,,0.04,[Fe/H],2.4
Kepler-1484,Kepler-1484 b,Transit,1,30.4549136,3058.65,5730,0.94,0.92,,,2.11,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1484_b/,,,4.49,,,-0.17,[Fe/H],3.98
Kepler-1485,Kepler-1485 b,Transit,1,19.9157725,626.74,6087,1.11,1.12,,,1.47,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1485_b/,,,4.39,,,0.02,[Fe/H],2.51
Kepler-1486,Kepler-1486 b,Transit,1,54.6495759,1864.45,5965,1.08,1.12,,,2.32,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1486_b/,,,4.38,,,0.06,[Fe/H],3.55
Kepler-1487,Kepler-1487 b,Transit,1,7.31946363,1044.83,6541,1.38,1.63,,,2.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1487_b/,,,4.16,,,0.04,[Fe/H],1.95
Kepler-1488,Kepler-1488 b,Transit,1,39.8189932,930.13,5820,1.05,1.31,,,1.86,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1488_b/,,,4.22,,,0.06,[Fe/H],6.92
Kepler-1489,Kepler-1489 b,Transit,1,82.294751,1332.14,5655,0.93,0.9,,,1.77,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1489_b/,,,4.51,,,-0.13,[Fe/H],4.07
Kepler-149,Kepler-149 b,Transit,3,29.198943,580.57,5381,,0.95,,,4.21,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-149_b/,http://exoplanets.org/detail/Kepler-149_b,,4.46,,,,,
Kepler-149,Kepler-149 c,Transit,3,55.328328,580.57,5381,,0.95,,,1.61,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-149_c/,http://exoplanets.org/detail/Kepler-149_c,,4.46,,,,,
Kepler-149,Kepler-149 d,Transit,3,160.018032,580.57,5381,,0.95,,,3.96,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-149_d/,http://exoplanets.org/detail/Kepler-149_d,,4.46,,,,,
Kepler-1490,Kepler-1490 b,Transit,1,92.4362973,884.2,5515,0.9,0.87,,,3.04,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1490_b/,,,4.52,,,-0.08,[Fe/H],4.57
Kepler-1491,Kepler-1491 b,Transit,1,16.5861762,2196.07,5728,1,0.99,,,1.51,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1491_b/,,,4.45,,,0.06,[Fe/H],4.57
Kepler-1492,Kepler-1492 b,Transit,1,16.75255007,334.75,4712,0.77,0.72,,,1.49,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1492_b/,,,4.62,,,0.06,[Fe/H],2.82
Kepler-1493,Kepler-1493 b,Transit,1,15.0217983,525.91,5863,1.06,1.29,,,1.41,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1493_b/,,,4.24,,,0.06,[Fe/H],6.46
Kepler-1494,Kepler-1494 b,Transit,1,91.080482,1334.72,5659,0.96,0.94,,,3.07,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1494_b/,,,4.48,,,0.01,[Fe/H],4.37
Kepler-1495,Kepler-1495 b,Transit,1,85.273256,,5831,1.03,1.04,,,2.94,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1495_b/,,,4.42,,,0.06,[Fe/H],4.17
Kepler-1496,Kepler-1496 b,Transit,1,64.6588017,1358.57,6182,1.18,1.27,,,2.22,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1496_b/,,,4.29,,,0.05,[Fe/H],2.95
Kepler-1497,Kepler-1497 b,Transit,1,8.74199772,21448.65,5675,0.96,0.95,,,1.66,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1497_b/,,,4.47,,,0.01,[Fe/H],4.27
Kepler-1498,Kepler-1498 b,Transit,1,48.051405,954.18,5256,0.86,0.81,,,1.33,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1498_b/,,,4.56,,,-0.01,[Fe/H],4.17
Kepler-1499,Kepler-1499 b,Transit,1,44.2008,312.67,5097,0.82,0.78,,,1.19,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1499_b/,,,4.58,,,-0.01,[Fe/H],4.68
Kepler-15,Kepler-15 b,Transit,1,4.942782,755.38,5515,1.02,0.99,,209.76,10.76,12.8,2011,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-15_b/,http://exoplanets.org/detail/Kepler-15_b,,4.46,-0.087,1.47,0.36,[Fe/H],3.7
Kepler-150,Kepler-150 b,Transit,5,3.428054,914.4,5560,,0.94,,,1.25,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-150_b/,http://exoplanets.org/detail/Kepler-150_b,,4.47,,,,,
Kepler-150,Kepler-150 c,Transit,5,7.381998,914.4,5560,,0.94,,,3.69,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-150_c/,http://exoplanets.org/detail/Kepler-150_c,,4.47,,,,,
Kepler-150,Kepler-150 d,Transit,5,12.56093,914.4,5560,,0.94,,,2.79,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-150_d/,http://exoplanets.org/detail/Kepler-150_d,,4.47,,,,,
Kepler-150,Kepler-150 e,Transit,5,30.826557,914.4,5560,,0.94,,,3.12,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-150_e/,http://exoplanets.org/detail/Kepler-150_e,,4.47,,,,,
Kepler-150,Kepler-150 f,Transit,5,637.2093,914.4,5560,,0.94,,,3.64,291.1,2017,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-150_f/,,,4.47,,,,,
Kepler-1500,Kepler-1500 b,Transit,1,15.0330105,1261.68,5845,1,1,,,1.2,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1500_b/,,,4.44,,,-0.05,[Fe/H],4.07
Kepler-1501,Kepler-1501 b,Transit,1,14.5564533,765.61,6229,1.2,1.3,,,1.56,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1501_b/,,,4.28,,,0.04,[Fe/H],2.75
Kepler-1502,Kepler-1502 b,Transit,1,41.7083629,1581.53,6666,1.44,1.72,,,3.18,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1502_b/,,,4.13,,,0.05,[Fe/H],1.7
Kepler-1503,Kepler-1503 b,Transit,1,96.16987,1267.77,5069,0.77,0.74,,,2.27,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1503_b/,,,4.59,,,-0.19,[Fe/H],5.13
Kepler-1504,Kepler-1504 b,Transit,1,82.304003,2636.87,5393,0.85,0.81,,,2.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1504_b/,,,4.55,,,-0.17,[Fe/H],4.47
Kepler-1505,Kepler-1505 b,Transit,1,30.8609366,502.14,5686,0.93,0.86,,,0.93,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1505_b/,,,4.54,,,-0.18,[Fe/H],1.7
Kepler-1506,Kepler-1506 b,Transit,1,14.0329154,2543.82,5676,0.95,0.93,,,1.32,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1506_b/,,,4.49,,,-0.05,[Fe/H],3.98
Kepler-1507,Kepler-1507 b,Transit,1,16.0506213,323.47,5410,0.89,0.85,,,0.84,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1507_b/,,,4.53,,,-0.03,[Fe/H],4.57
Kepler-1508,Kepler-1508 b,Transit,1,20.7056504,1306.9,6158,1.14,1.22,,,1.33,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1508_b/,,,4.32,,,0.01,[Fe/H],2.69
Kepler-1509,Kepler-1509 b,Transit,1,25.4338197,2128.68,5780,1,0.99,,,1.85,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1509_b/,,,4.45,,,0.03,[Fe/H],3.98
Kepler-151,Kepler-151 b,Transit,2,15.228958,662.19,5460,,0.83,,,3.06,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-151_b/,http://exoplanets.org/detail/Kepler-151_b,,4.55,,,,,
Kepler-151,Kepler-151 c,Transit,2,24.674612,662.19,5460,,0.83,,,2.09,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-151_c/,http://exoplanets.org/detail/Kepler-151_c,,4.55,,,,,
Kepler-1510,Kepler-1510 b,Transit,1,84.703921,1780.47,6200,1.19,1.28,,,3.36,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1510_b/,,,4.29,,,0.04,[Fe/H],2.75
Kepler-1511,Kepler-1511 b,Transit,1,23.2382792,1541.25,6064,1.17,1.29,,,1.68,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1511_b/,,,4.28,,,0.14,[Fe/H],3.31
Kepler-1512,Kepler-1512 b,Transit,1,20.35972599,315.28,4372,0.73,0.67,,,1.18,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1512_b/,,,4.64,,,0.2,[Fe/H],1.78
Kepler-1513,Kepler-1513 b,Transit,1,160.8846509,352.79,5617,0.99,0.97,,,8.46,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1513_b/,,,4.46,,,0.14,[Fe/H],3.98
Kepler-1514,Kepler-1514 b,Transit,1,217.8317626,401.85,6251,1.21,1.22,,,11.82,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1514_b/,,,4.35,,,0.14,[Fe/H],1.58
Kepler-1515,Kepler-1515 b,Transit,1,214.3114164,547.78,6511,1.3,1.41,,,9.55,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1515_b/,,,4.26,,,0.07,[Fe/H],1.82
Kepler-1516,Kepler-1516 b,Transit,1,7.25931979,1413.79,5904,1.04,1.07,,,1.75,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1516_b/,,,4.4,,,0.03,[Fe/H],4.07
Kepler-1517,Kepler-1517 b,Transit,1,5.54608367,868.39,7010,1.58,1.95,,,9.76,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1517_b/,,,4.06,,,0.01,[Fe/H],1.38
Kepler-1518,Kepler-1518 b,Transit,1,5.11177904,927.58,6846,1.54,1.88,,,3.05,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1518_b/,,,4.08,,,0.06,[Fe/H],1.48
Kepler-1519,Kepler-1519 b,Transit,1,240.7989397,1503.43,5644,0.94,0.91,,,7.06,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1519_b/,,,4.5,,,-0.07,[Fe/H],3.98
Kepler-152,Kepler-152 b,Transit,2,18.207973,446.77,5088,,0.72,,,2.79,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-152_b/,http://exoplanets.org/detail/Kepler-152_b,,4.61,,,,,
Kepler-152,Kepler-152 c,Transit,2,88.255055,446.77,5088,,0.72,,,2.39,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-152_c/,http://exoplanets.org/detail/Kepler-152_c,,4.61,,,,,
Kepler-1520,Kepler-1520 b,Transit,1,0.65355357,618.56,4677,0.76,0.71,,,5.77,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kic_12557548_b/,,,4.61,,,0.04,[Fe/H],4.47
Kepler-1521,Kepler-1521 b,Transit,1,47.14840805,208.22,5042,0.81,0.76,,,2.5,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1521_b/,,,4.59,,,-0.05,[Fe/H],4.47
Kepler-1522,Kepler-1522 b,Transit,1,1.84788917,833.66,5706,0.96,0.93,,,1.73,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1522_b/,,,4.49,,,-0.07,[Fe/H],3.89
Kepler-1523,Kepler-1523 b,Transit,1,0.93875077,887.36,5708,0.97,0.96,,,1.58,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1523_b/,,,4.46,,,0,[Fe/H],4.37
Kepler-1524,Kepler-1524 b,Transit,1,70.9674603,386,6179,1.17,1.25,,,3.54,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1524_b/,,,4.31,,,0.04,[Fe/H],2.88
Kepler-1525,Kepler-1525 b,Transit,1,2.41660118,387.25,5748,1.07,1.04,,,0.91,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1525_b/,,,4.44,,,0.27,[Fe/H],2.82
Kepler-1526,Kepler-1526 b,Transit,1,3.908632,564.41,4601,0.73,0.69,,,2.43,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1526_b/,,,4.62,,,-0.01,[Fe/H],4.68
Kepler-1527,Kepler-1527 b,Transit,1,160.129918,1941.65,6224,1.21,1.32,,,4.77,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1527_b/,,,4.27,,,0.07,[Fe/H],2.82
Kepler-1528,Kepler-1528 b,Transit,1,1.79111021,837.2,5857,1.03,1.03,,,1.46,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1528_b/,,,4.43,,,0.03,[Fe/H],3.89
Kepler-1529,Kepler-1529 b,Transit,1,5.33905686,673.68,5048,0.81,0.77,,,2.1,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1529_b/,,,4.58,,,-0.03,[Fe/H],4.79
Kepler-153,Kepler-153 b,Transit,2,18.870227,465.53,5404,,0.89,,,2.92,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-153_b/,http://exoplanets.org/detail/Kepler-153_b,,4.45,,,,,
Kepler-153,Kepler-153 c,Transit,2,46.90232,465.53,5404,,0.89,,,2.53,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-153_c/,http://exoplanets.org/detail/Kepler-153_c,,4.45,,,,,
Kepler-1530,Kepler-1530 b,Transit,2,2.5904434,496.89,5477,0.92,0.88,,,1.64,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1530_b/,,,4.52,,,0.03,[Fe/H],4.27
Kepler-1530,Kepler-1530 c,Transit,2,5.3227406,496.89,5477,0.92,0.88,,,1.65,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1530_c/,,,4.52,,,0.03,[Fe/H],4.27
Kepler-1531,Kepler-1531 b,Transit,1,1.13854338,679.41,6260,1.16,1.27,,,1.11,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1531_b/,,,4.29,,,-0.03,[Fe/H],2.82
Kepler-1532,Kepler-1532 b,Transit,1,1.09366356,816.72,5559,0.91,0.88,,,1.35,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1532_b/,,,4.51,,,-0.1,[Fe/H],4.27
Kepler-1533,Kepler-1533 b,Transit,1,308.5471,994.21,6431,1.31,1.51,,,3.46,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1533_b/,,,4.2,,,0.03,[Fe/H],2.19
Kepler-1534,Kepler-1534 b,Transit,1,5.71668872,,5442,0.9,0.86,,,1.89,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1534_b/,,,4.52,,,-0.01,[Fe/H],4.57
Kepler-1535,Kepler-1535 b,Transit,1,138.9442,921.5,6021,1.08,1.11,,,2.55,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1535_b/,,,4.38,,,0,[Fe/H],3.47
Kepler-1536,Kepler-1536 b,Transit,1,364.758031,391.56,4434,0.71,0.67,,,3.14,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1536_b/,,,4.64,,,0.05,[Fe/H],2.95
Kepler-1537,Kepler-1537 b,Transit,1,1.4444538,525.06,5079,0.81,0.77,,,1.18,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1537_b/,,,4.58,,,-0.08,[Fe/H],5.01
Kepler-1538,Kepler-1538 b,Transit,1,175.138819,1162.68,5837,1.03,1.03,,,2.82,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1538_b/,,,4.42,,,0.02,[Fe/H],4.37
Kepler-1539,Kepler-1539 b,Transit,1,133.3036741,764.52,5176,0.84,0.8,,,2.7,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1539_b/,,,4.57,,,-0.01,[Fe/H],4.79
Kepler-154,Kepler-154 b,Transit,5,33.040532,939.89,5690,,1,,,2.26,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-154_b/,http://exoplanets.org/detail/Kepler-154_b,,4.42,,,,,
Kepler-154,Kepler-154 c,Transit,5,62.303276,939.89,5690,,1,,,2.95,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-154_c/,http://exoplanets.org/detail/Kepler-154_c,,4.42,,,,,
Kepler-154,Kepler-154 d,Transit,5,20.54981883,939.89,5690,,1,,,3.84,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-154_d/,,,4.42,,,,,
Kepler-154,Kepler-154 e,Transit,5,3.93276465,939.89,5690,,1,,,1.5,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-154_e/,,,4.42,,,,,
Kepler-154,Kepler-154 f,Transit,5,9.91935684,939.89,5690,,1,,,1.5,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-154_f/,,,4.42,,,,,
Kepler-1540,Kepler-1540 b,Transit,1,125.4131177,246.71,4540,0.74,0.69,,,2.49,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1540_b/,,,4.63,,,0.1,[Fe/H],2.51
Kepler-1541,Kepler-1541 b,Transit,1,8.40691199,421.77,5282,0.86,0.81,,,1.16,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1541_b/,,,4.56,,,-0.04,[Fe/H],4.47
Kepler-1542,Kepler-1542 b,Transit,4,3.95116882,403.73,5564,0.94,0.99,,,0.76,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1542_b/,,,4.41,,,0.06,[Fe/H],8.51
Kepler-1542,Kepler-1542 c,Transit,4,2.89223021,403.73,5564,0.94,0.99,,,0.65,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1542_c/,,,4.41,,,0.06,[Fe/H],8.51
Kepler-1542,Kepler-1542 d,Transit,4,5.99273738,403.73,5564,0.94,0.99,,,0.87,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1542_d/,,,4.41,,,0.06,[Fe/H],8.51
Kepler-1542,Kepler-1542 e,Transit,4,5.10115756,403.73,5564,0.94,0.99,,,0.76,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1542_e/,,,4.41,,,0.06,[Fe/H],8.51
Kepler-1543,Kepler-1543 b,Transit,1,6.96710269,946.81,6561,1.39,1.65,,,2.71,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1543_b/,,,4.14,,,0.07,[Fe/H],1.91
Kepler-1544,Kepler-1544 b,Transit,1,168.811174,338.36,4886,0.81,0.74,,,1.78,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1544_b/,,,4.61,,,0.02,[Fe/H],2.34
Kepler-1545,Kepler-1545 b,Transit,1,163.692349,745.39,5201,0.84,0.8,,,2.7,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1545_b/,,,4.57,,,-0.06,[Fe/H],4.47
Kepler-1546,Kepler-1546 b,Transit,1,19.5974971,956.98,5623,0.95,0.93,,,3.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1546_b/,,,4.48,,,0.01,[Fe/H],3.72
Kepler-1547,Kepler-1547 b,Transit,1,0.69297968,688.09,6078,1.12,1.18,,,0.9,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1547_b/,,,4.34,,,0.04,[Fe/H],3.39
Kepler-1548,Kepler-1548 b,Transit,1,124.828679,894.53,5706,0.99,0.97,,,2.64,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1548_b/,,,4.46,,,0.05,[Fe/H],4.37
Kepler-1549,Kepler-1549 b,Transit,1,214.886545,821.84,5324,0.88,0.84,,,2.57,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1549_b/,,,4.54,,,0.02,[Fe/H],4.79
Kepler-155,Kepler-155 b,Transit,2,5.931194,295.99,4508,,0.62,,,2.09,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-155_b/,http://exoplanets.org/detail/Kepler-155_b,M0 V,4.68,,,,,
Kepler-155,Kepler-155 c,Transit,2,52.661793,295.99,4508,,0.62,,,2.24,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-155_c/,http://exoplanets.org/detail/Kepler-155_c,M0 V,4.68,,,,,
Kepler-1550,Kepler-1550 b,Transit,1,225.582809,1220.03,5991,1.07,1.11,,,3.02,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1550_b/,,,4.38,,,0.01,[Fe/H],3.55
Kepler-1551,Kepler-1551 b,Transit,1,24.4973698,1525.93,6136,1.14,1.22,,,2.66,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1551_b/,,,4.32,,,0.01,[Fe/H],2.88
Kepler-1552,Kepler-1552 b,Transit,1,184.771853,786.31,5202,0.85,0.78,,,2.47,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1552_b/,,,4.58,,,-0.07,[Fe/H],3.31
Kepler-1553,Kepler-1553 b,Transit,1,4.24261881,706.48,5288,0.85,0.81,,,1.15,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1553_b/,,,4.56,,,-0.09,[Fe/H],4.57
Kepler-1554,Kepler-1554 b,Transit,1,198.088774,972.65,5297,0.84,0.81,,,2.9,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1554_b/,,,4.56,,,-0.1,[Fe/H],4.68
Kepler-1555,Kepler-1555 b,Transit,1,8.10501635,2140.93,5866,1.04,1.06,,,1.61,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1555_b/,,,4.4,,,0.03,[Fe/H],4.37
Kepler-1556,Kepler-1556 b,Transit,1,8.82713457,970.46,5608,0.97,0.95,,,1.96,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1556_b/,,,4.47,,,0.08,[Fe/H],4.9
Kepler-1557,Kepler-1557 b,Transit,1,3.74032496,1436.56,6099,1.11,1.17,,,1.53,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1557_b/,,,4.34,,,0.02,[Fe/H],3.31
Kepler-1558,Kepler-1558 b,Transit,1,3.50470358,328.83,5101,0.83,0.79,,,0.68,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1558_b/,,,4.57,,,0,[Fe/H],4.9
Kepler-1559,Kepler-1559 b,Transit,1,0.97191543,625.76,5316,0.86,0.82,,,0.72,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1559_b/,,,4.55,,,-0.04,[Fe/H],4.27
Kepler-156,Kepler-156 b,Transit,2,4.973456,449.22,5094,,0.81,,,2.3,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-156_b/,http://exoplanets.org/detail/Kepler-156_b,,4.55,,,,,
Kepler-156,Kepler-156 c,Transit,2,15.906801,449.22,5094,,0.81,,,2.55,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-156_c/,http://exoplanets.org/detail/Kepler-156_c,,4.55,,,,,
Kepler-1560,Kepler-1560 b,Transit,1,3.03195744,509.87,5815,1.02,1.02,,,0.89,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1560_b/,,,4.43,,,0.04,[Fe/H],4.17
